Facility_Name,ODRSF_facility_type,Prov_Terr,Latitude,Longitude
Balmy Beach Cc,gym,on,43.6764089,-79.29005963
Bamburgh Park,playground,on,43.8149128,-79.3275033
Bancroft Park,playground,on,43.61337864,-79.70675257
Banffshire Park Playground 1,playground,on,43.38612464,-80.47230724
Bankside Park Playground 1,playground,on,43.42832576,-80.53830477
Bannockburn Conservation Area,trail,on,43.54181951,-81.57291282
Banting Park,playground,on,43.7490013,-79.4587945
Barbara Ann Scott Arena,arena,on,45.34735451,-75.77503834
Barbara Ann Scott/College Park - Outdoor Artificial Ice Rink,rink,on,43.66064875,-79.38347984
Barberton Park,playground,on,43.57166961,-79.69809361
Barbreh Brown Park,playground,on,43.7917872,-79.75339958
Barondale Green,playground,on,43.6184472,-79.66173309
Barrel Yards Onyx Pool,pool,on,43.4646262,-80.53097233
Basswood Park,playground,on,43.46489777,-80.58560958
Bathe Community Centre,community centre,on,43.89546962,-78.85079338
Battery Park,playground,on,43.6442731,-79.3757857
Baycrest Arena - Indoor Ice Pad,rink,on,43.72894722,-79.44313586
Baycrest Park,playground,on,43.7289195,-79.44315221
Bayfield Arena,arena,on,43.56020364,-81.69766742
Bayfield Beach,beach,on,43.56237068,-81.70624187
Bayfield Main Beach,beach,on,43.56639023,-81.70637164
Bayfield Marina,marina,on,43.57042379,-81.70787659
Bayfield Marine Services,marina,on,43.56947123,-81.70465807
Bayfield Pioneer Ball Park,beach,on,43.56790455,-81.70630337
Bayridge Park,playground,on,43.76773763,-79.71305626
Bayshire Woods Park Playground,playground,on,43.49239965,-79.69181798
Bayview Arena,rink,on,43.7879811,-79.39369833
Bayview Arena - Indoor Ice Pad,rink,on,43.78795846,-79.39368469
Bayview Village Park,playground,on,43.7725993,-79.3891979
Beaches Rc,beach,on,43.674026,-79.29859738
Beachfront Park / Millennium Square,beach,on,43.8343479,-79.0899673
Beachin Tan,beach,on,43.52712285,-79.65026326
Beacon Harbourside Marina,marina,on,43.18295551,-79.36689003
Beaconsfield Park,playground,on,43.64953262,-79.75655401
Bearbrook Outdoor Pool,pool,on,45.43436611,-75.56356924
Bearbrook Skateboard Park,skate park,on,45.38332154,-75.33729877
Beasley Community Centre,community centre,on,43.25805134,-79.86178273
Beasley Park,splash pad,on,43.25785759,-79.86243805
Beatty-Fleming Park,playground,on,43.68042199,-79.77726758
Beaty Avenue Parkette,playground,on,43.6380478,-79.4405279
Beaumonde Heights Park,playground,on,43.7406373,-79.57140553
Beaumont Park Playground,playground,on,43.43913751,-80.41604329
Beaver Lake Sports Club,rink,on,46.33004712,-81.50138343
Beaverbrook Outdoor Pool,pool,on,45.32883415,-75.90128763
Beaverton / Thorah Community Centre,community centre,on,44.4300489,-79.1596948
Bechtel Dog Park,park,on,43.48241007,-80.48892561
Bechtel Park,playground,on,43.48274469,-80.49160906
Bechtel Park And Stadium,stadium,on,43.48441412,-80.4917749
Bedford Park Cc,gym,on,43.72750295,-79.40006147
Beechwood Bridlegate,pool,on,43.46861791,-80.5586306
Beechwood Classic,pool,on,43.45082304,-80.56174605
Beechwood Commons 1,pool,on,43.45235907,-80.55663242
Beechwood Commons Ii,pool,on,43.451682,-80.558945
Beechwood North Pool,pool,on,43.467652,-80.560474
Beechwood Park,playground,on,43.6276016,-79.60283944
Beechwood South Homes Assoc.,pool,on,43.46135636,-80.55517501
Beechwood Villas - Wscc #403,pool,on,43.451561,-80.559128
Beechwood West I,pool,on,43.453622,-80.564038
Belfountain,playground,on,43.78823716,-80.01729883
Belfountain Community Centre,community centre,on,43.79265194,-80.01247778
Bell Centennial Arena,arena,on,45.32586035,-75.81052082
Bell Harbour Park,playground,on,43.57274284,-79.72985515
Bell Park Main,beach,on,46.47956634,-80.9872725
Bella Vista,playground,on,43.58596573,-79.62643446
Bellcrest Park,playground,on,43.65564972,-79.78735515
Bellevue Square,playground,on,43.654955,-79.4036191
Bellview Community Centre,playground,on,43.1254133,-80.24703676
Bellview Park,playground,on,43.1231397,-80.24213728
Belmar Parkette,playground,on,43.7322892,-79.5095612
Belmont Park Playground 1,playground,on,43.44210631,-80.51212947
Belview Park,splash pad,on,43.25018016,-79.82258432
Ben Machree Park,playground,on,43.54081513,-79.5895188
Ben Nobleman Park,playground,on,43.6998008,-79.4311223
Bendale Bti,pool,on,43.75532845,-79.26452972
Benner Park,playground,on,43.7060134,-79.4401401
Bennetto Community Centre,community centre,on,43.27008977,-79.86093697
Bennington Heights Park,playground,on,43.6934359,-79.3703553
Bennington Woods Swimming Pool - Wncc#179,pool,on,43.4647805,-80.5739974
Beresford Park,playground,on,43.6561294,-79.47977233
Berisford Park,playground,on,43.67302863,-79.78910968
Bernard Grandmaître Arena,arena,on,45.43233525,-75.65552621
Berner Trail Park,playground,on,43.8020973,-79.2237026
Bernie Morelli Recreation Centre,community centre,on,43.25004711,-79.82997442
Berrigan Skateboard Park,skate park,on,45.275696,-75.74734879
Berrisfield Park,splash pad,on,43.21083156,-79.84001855
Bert Robinson Park,playground,on,43.68732823,-79.46001677
Bertie Boating Club,marina,on,42.84694733,-79.09286916
Bertie Centennial Park (Ferndale Park),playground,on,42.899422,-78.969383
Best Western Plus - Pool,pool,on,43.499198,-80.53084
Bestview Park,playground,on,43.8039855,-79.3833495
Bethesda Common,playground,on,43.62221232,-79.58538264
Beverly Arena,arena,on,43.29850976,-80.11132698
Beverly Community Centre,community centre,on,43.2986764,-80.11127818
Beverly Township Hall,community centre,on,43.30047207,-80.12663304
Bickford Park,playground,on,43.6623995,-79.4186689
Bidwell Trail Common,playground,on,43.60319762,-79.71088502
Bill Burgoyne Memorial Arena,arena,on,43.18930576,-79.2581266
Bill Connelly Field,playground,on,42.881931,-79.026308
Bill Friday Lawfield Arena,arena,on,43.21484012,-79.85075118
Bill Hancox Park,playground,on,43.77830488,-79.14167211
Bill Whitbread Park,playground,on,43.88095591,-79.73247307
Billy Sherring Park,splash pad,on,43.19913817,-79.86516779
Binbrook Memorial Hall,community centre,on,43.12300553,-79.80403785
Bingeman Park Cyclone,pool,on,43.47233465,-80.45593805
Birch Glen,playground,on,43.52581418,-79.61828527
Birch Park,playground,on,43.5917559,-79.526662
Birchbank,playground,on,43.70259434,-79.70632141
Birchmount Cc,pool,on,43.6956191,-79.2632036
Birchmount Park,playground,on,43.47474953,-80.59028735
Birchmount Stadium,stadium,on,43.7721134,-79.2941482
Birchwood Park,playground,on,43.52043183,-79.62315385
Bishopstoke Park Playground,playground,on,43.49761343,-79.66523636
Black Cherry Park,playground,on,43.4628257,-80.59088161
Black Forest Park South,playground,on,43.74683299,-79.75470436
Black Lake Playground,rink,on,46.41208493,-81.14300487
Blackburn Arena,arena,on,45.4281848,-75.5689429
Blackburn Hamlet Arena,arena,on,45.43005678,-75.56408042
Blackburn Skateboard Park,skate park,on,45.42964341,-75.56279692
Blackmere Parkette,playground,on,43.66000055,-79.71591141
Blair Creek Park Playground,playground,on,43.37453014,-80.4220542
Blantyre Park,playground,on,43.6830552,-79.2797382
Blessed John Paul Ii Catholic School Playground 1,playground,on,43.44853563,-80.41174802
Bloomfield Park Playground,playground,on,43.44488014,-79.7464824
Bloomingdale Park,playground,on,43.66269305,-79.71800489
Blue Beech Link,playground,on,43.47009091,-80.59625317
Blue Beech Park,playground,on,43.46710851,-80.59216958
Blue Lake Parkette,playground,on,43.68238944,-79.80780193
Blue Oak Park,playground,on,43.74400127,-79.76207056
Bluenose Park,playground,on,43.50871228,-80.50093588
Bluestream Park,playground,on,43.49543327,-80.5170913
Bluewater Hay Municipal Park Beach,beach,on,43.39716755,-81.70993164
Bluffer's Park And Beach (Scarborough Bluffs),beach,on,43.7062056,-79.23497358
Blyth & District Community Centre,arena,on,43.73650727,-81.43238016
Blyth Communuity Park & Pool,pool,on,43.73457596,-81.43182436
Blyth Greenway Trail,trail,on,43.73873487,-81.42696716
Bob Abate Crc,gym,on,43.6537948,-79.4173343
Bob Macquarrie Skateboard Park (Sk8 Extreme Park),skate park,on,45.46713458,-75.54651809
Bob Reid Park And Trail,playground,on,43.66460511,-79.72875713
Bogies Beach,beach,on,43.81676747,-81.72138893
Bolender Park Splash Pad,splash pad,on,43.5995551,-80.5513561
Bolingbrooke Park,playground,on,43.44192327,-80.54989619
Bomberry Park,park,on,43.16628,-79.473242
Bonn # 3 (Karlsfeld),playground,on,43.45719438,-80.57775945
Bonn # 5 (Brandenburg),playground,on,43.45668372,-80.57872952
Bonnie Braes Park,playground,on,43.65085521,-79.78332838
Bonnie Glen Park,playground,on,43.75930086,-79.82917996
Bordeaux Park,playground,on,43.44889495,-80.5761136
Boreham Park,playground,on,43.73409767,-79.80693058
Botany Hill Park,playground,on,43.7774536,-79.21080765
Bottomwood Park,playground,on,43.763003,-79.71719432
Bough Beeches Park,playground,on,43.63654836,-79.60147158
Bowen Road Park,playground,on,42.935733,-78.918562
Box Grove C.C.,community centre,on,43.85718688,-79.22894952
Box Grove Community Centre,community centre,on,43.8565344,-79.2291317
Boyle Memorial Community Centre,community centre,on,42.99667713,-81.21867944
Boylen Ci,pool,on,43.7180515,-79.4946102
Bramalea Ltd. Community Park,playground,on,43.72236579,-79.75597986
Brampton-Marikina Friendship Park,playground,on,43.76586994,-79.75748346
Brandon Gate Park,playground,on,43.72727655,-79.64770172
Brant Hills Community Centre,community centre,on,43.3602876,-79.848015
Brantwood Public School Playground,playground,on,43.45235729,-79.66796009
Breithaupt Community Centre,community centre,on,43.46625513,-80.49587772
Breithaupt Park C.C. Playground,playground,on,43.46670036,-80.49635928
Breithaupt Park Playground 1,playground,on,43.47024558,-80.49554009
Breithaupt Park Splash Pad,splash pad,on,43.46990214,-80.49574139
Breithaupt Swimming Pool,pool,on,43.46644652,-80.49610656
Brenda Court Park,playground,on,43.16628464,-80.27093257
Brentwood Park,playground,on,43.59551393,-79.61902629
Brewer Pool,pool,on,45.38925369,-75.69084093
Brian Kilrea Arena,arena,on,45.39162732,-75.63056434
Brickyard Park,playground,on,43.57421097,-79.63026286
Bridekirk Park,playground,on,43.66166079,-79.7523959
Bridgeport C.C. Playground,playground,on,43.48267671,-80.4782798
Bridgeport Child Care Centre Playground,playground,on,43.48077433,-80.48023577
Bridgeport Community Centre,community centre,on,43.48269568,-80.47782926
Bridgeport Public School Playground 1,playground,on,43.4828696,-80.48594187
Bridle Path Park,playground,on,43.18000982,-80.23116689
Bridlewood Park,playground,on,43.7834173,-79.3171431
Bridlewood Skateboard Park,skate park,on,45.29075803,-75.85700981
Brier Park,playground,on,43.17819881,-80.25435623
Brigadoon Public School Playground 1,playground,on,43.38434073,-80.45632982
Brighton Beach Park,beach,on,45.39706764,-75.67492967
Brighton Park,playground,on,43.47068858,-80.51823617
Brighton Parkette,playground,on,43.72214059,-79.79315266
Brimley Woods Park,playground,on,43.8109214,-79.279493
Britannia,playground,on,43.60590057,-79.70654021
Britannia Beach,beach,on,45.36474037,-75.80137998
Broadacres Park,playground,on,43.6509847,-79.5731746
Broadlands Cc,pool,on,43.745918,-79.3227655
Broadlands Community Centre - Outdoor Artificial Ice Rink,rink,on,43.74556378,-79.32293167
Broadlands Park,playground,on,43.745918,-79.3227655
Bromsgrove Park,playground,on,43.50846409,-79.64056229
Bronte Beach Park,beach,on,43.391209,-79.711918
Bronte Heritage Park Playground,playground,on,43.39585901,-79.70464338
Bronte Pool,pool,on,43.40212976,-79.70782375
Brookbank Parkette,playground,on,43.73834142,-79.79872477
Brookdale Pool,pool,on,43.42394313,-79.7042235
Brookdale Public School Playground,playground,on,43.42449282,-79.70407558
Brooklin Community Centre,community centre,on,43.95687413,-78.95709123
Brooklyn Park,playground,on,43.12372705,-80.26887611
Brookmede Park,playground,on,43.5368871,-79.67586469
Brooks Road Park,playground,on,43.7930997,-79.204553
Broughton Park East,splash pad,on,43.1893324,-79.84980051
Brown Cc,gym,on,43.68465535,-79.40187944
Brown's Heights,playground,on,43.5842442,-79.6997798
Brownsdale Community Centre,community centre,on,43.92990357,-78.55444024
Brubacher Park Playground,playground,on,43.45135079,-80.47790267
Bruce Beer Park,playground,on,43.70798561,-79.75952835
Bruce Reynolds Park,playground,on,43.53612258,-79.64417981
Bruce Trail Conservancy,trail,on,43.2677231,-79.9743363
Brussles Morris And Grey Community Centre,arena,on,43.73608781,-81.25358723
Budapest Park,playground,on,43.63765905,-79.45453009
Buffalo Canoe Club,marina,on,42.85881425,-79.09087733
Buffalo Yacht Club,marina,on,42.84759881,-79.09332469
Buick Park,playground,on,43.69719409,-79.83572232
Burlington - Wave Sports Centre,community centre,on,43.386618,-79.772225
Burlington Centennial Pool,pool,on,43.37164135,-79.75019711
Burlington Seniors' Centre,community centre,on,43.33475505,-79.79158598
Burloak Sports Centre,community centre,on,43.386024,-79.763162
Burnet Park Playground,playground,on,43.43950218,-79.67227736
Burnhamdale Park,playground,on,43.6189933,-79.58803569
Burnhamthorpe Community Centre,community centre,on,43.6228375,-79.59837514
Burnhamthorpe Community Centre & Arena,arena,on,43.62276494,-79.59858989
Burnley Park,playground,on,43.15147982,-80.26288785
Burnt Elm Park,playground,on,43.71927614,-79.81925327
Burrows Hall Park,playground,on,43.7918824,-79.2324459
Burton Park,playground,on,43.69561326,-79.77874648
Butternut Park,playground,on,43.46452407,-80.58866579
Buttonbush Park,playground,on,43.58624663,-79.79212224
Buttonwood Park,playground,on,43.6822368,-79.518939
Buttonwood Park - Outdoor Artificial Ice Rink,rink,on,43.68180564,-79.5197349
Byron Optimist Community Centre,community centre,on,42.95718077,-81.33587226
Calderstone Park,playground,on,43.77753667,-79.69988451
Caledon Central Pool,pool,on,43.86987855,-79.98222902
Caledon Centre For Recreation And Wellness,pool,on,43.89085518,-79.75198128
Caledon Community Complex,community centre,on,43.87383983,-79.85995365
Caledon Community Complex Arena,arena,on,43.87383983,-79.85995365
Caledon East,playground,on,43.86306253,-79.860969
Caledon East Park,playground,on,43.8716756,-79.86331885
Caledon Village Place,community centre,on,43.85904244,-79.99305487
Cambrian,arena,on,46.51038519,-80.99196292
Cambridge Grand,pool,on,43.4173612,-80.30674595
Camden Park,playground,on,43.61516879,-79.63700799
Camden Park East,playground,on,43.71979782,-79.79450172
Cameo Terrace Pool,pool,on,43.4249723,-80.42394937
Cameron,playground,on,43.17383011,-80.25871456
Cameron Heights C.I. Swimming Pool,pool,on,43.44430539,-80.48123187
Camilla Park,playground,on,43.57475071,-79.60139268
Camp Kemur-Pool,pool,on,43.29149388,-80.33645519
Camp Samac Outdoor Pool,pool,on,43.94162813,-78.88667944
Camp Shalom/Countryside Camp - Pool,pool,on,43.29855134,-80.37410429
Camp Sudaca,beach,on,46.47211001,-80.91283475
Campbell Avenue Playground,playground,on,43.6644666,-79.44914238
Campbell Avenue Playground - Outdoor Artificial Ice Rink,rink,on,43.66316703,-79.44793821
Canada Games Aquatic Centre Community Centre,community centre,on,43.00280733,-81.30254589
Canadian Martyrs Catholic School Playground,playground,on,43.4622571,-80.44651034
Candy Cane Park Playground,playground,on,43.44328252,-79.68296884
Canewood Park,playground,on,43.48643634,-80.55616386
Cannington Community Centre And Claire Hardy Park,community centre,on,44.34865907,-79.03296222
Canonridge Park Playground,playground,on,43.43371024,-79.76118155
Canterbury Pool,pool,on,45.39089871,-75.63060105
Cantrill Park,playground,on,43.7329762,-79.80296306
Canyon Walk Outdoor Rink,rink,on,45.28332498,-75.68673226
Cape Commodore Beach,beach,on,44.79643233,-80.90939591
Capitol Hill #2 - Pool,pool,on,43.4351556,-80.5135218
Capreol Community Centre,arena,on,46.70303396,-80.91934727
Capreol Lakeshore,beach,on,46.70782983,-80.92628145
Captain R. Wilson Public School Playground,playground,on,43.4296829,-79.75863809
Carabram Park,playground,on,43.7626873,-79.73862666
Caribou Park,playground,on,43.7199309,-79.4196271
Carleton Park,playground,on,43.70578127,-79.72103058
Carling Heights Optimist Community Centre,community centre,on,42.9926944,-81.2305649
Carlington Recreation Centre,community centre,on,45.3724525,-75.73911572
Carlisle Arena,arena,on,43.3967785,-79.98131996
Carlisle Community Centre,community centre,on,43.3967785,-79.98131996
Carlisle Memorial Hall,community centre,on,43.3939429,-79.98147986
Carlton Park,playground,on,43.6659991,-79.4551072
Carluke Hall,community centre,on,43.14540748,-79.98547541
Carlyle Park Playground,playground,on,43.39299186,-80.45125671
Carmen Corbasson Cc & Arena,arena,on,43.57822971,-79.57672884
Carmichael Community Centre,arena,on,46.49468966,-80.95284668
Carmine Stefano Cc,gym,on,43.7337601,-79.5384084
Carol Park Playground,playground,on,43.48475792,-79.64835251
Carol Richard Playground,rink,on,46.62937813,-81.01304926
Carp Water Splash Park,splash pad,on,45.35079887,-76.03798113
Carr Street Parkette,playground,on,43.649636,-79.401178
Carriage Way Park,playground,on,43.49319851,-80.48272799
Carrie Lynn Pinard Centre,community centre,on,42.946689,-79.246969
Carsonby Outdoor Rink,rink,on,45.17450197,-75.71552703
Carter Park,splash pad,on,43.24865394,-79.8601545
Caruso Park,playground,on,43.66965254,-79.74273836
Caryndale Park Playground 1,playground,on,43.38469765,-80.45127161
Casey Park Playground 1,playground,on,43.45479021,-80.42902509
Cassandra Park,playground,on,43.7539871,-79.316638
Cassels Avenue Playground,playground,on,43.6795781,-79.307181
Cassie Campbell Community Centre,community centre,on,43.6969467,-79.8244895
Cassie Campbell Community Centre Arena,arena,on,43.6969467,-79.8244895
Castlebridge Common,playground,on,43.56937411,-79.72835463
Castlebrook Park Junior Playground,playground,on,43.44367676,-79.76213381
Castlefield Park Playground,playground,on,43.47431874,-79.7092951
Castlegreen Meadows,playground,on,43.56698651,-79.73594096
Castlehill Park,playground,on,43.67835745,-79.79089824
Cattrick Boulevard Park,playground,on,43.70323493,-79.65185675
Cawthra Arena,arena,on,43.57841029,-79.57665338
Cawthra Community Centre,community centre,on,43.57826515,-79.57673605
Cawthra Playground,playground,on,43.67575057,-79.41421161
Cawthra Pool,pool,on,43.57614364,-79.57306551
Cawthra Square,playground,on,43.6665184,-79.38090819
Cawthra Twin Rinks,rink,on,43.57826515,-79.57673605
Cayuga Park,playground,on,43.678267,-79.4808257
Cbn Sens Rink,rink,on,45.37998046,-75.73143809
Cedar Crest Park Playground 1,playground,on,43.41428795,-80.54154419
Cedar Grove C.C.,community centre,on,43.86693214,-79.2004201
Cedar Park Playground,rink,on,46.52504358,-80.95951412
Cedarbrae Ci,pool,on,43.75646655,-79.22669244
Cedarbrae Park,playground,on,43.59303204,-79.60777676
Cedarbrook Park,playground,on,43.7556401,-79.2274466
Cedarhill Park Playground,playground,on,43.41314061,-80.47508279
Cedarland Park,playground,on,43.1838651,-80.2605784
Cedarvale Park,playground,on,43.69128,-79.43144446
Cedarvale Park - Outdoor Artificial Ice Rink,rink,on,43.69121324,-79.43086061
Celebration Square Ice Rink,rink,on,43.58881562,-79.64423862
Centennial,arena,on,46.64832719,-80.95873663
Centennial Arena,arena,on,43.2202454,-79.11940897
Centennial Arena (Etobicoke/York),rink,on,43.6574808,-79.5869054
Centennial Beach Park,beach,on,46.39167995,-81.28159453
Centennial C.C.,community centre,on,43.8731554,-79.28796825
Centennial Community Centre,community centre,on,43.8752859,-78.9430595
Centennial Park Arena - Indoor Ice Pad ( 1),rink,on,43.65608581,-79.58587573
Centennial Park Stadium,stadium,on,43.65386,-79.5830075
Centennial Pool,pool,on,43.44407787,-79.67151812
Centennial Rc - Etobicoke York,gym,on,43.6900216,-79.476208
Centennial Rc - Scarborough,pool,on,43.7755592,-79.2351695
Centennial Recreation Centre - Scarborough - Indoor Ice Pad ( 1),rink,on,43.77453377,-79.23702871
Central Arena,arena,on,43.3353381,-79.79312856
Central Arena - Indoor Ice Pad,rink,on,43.64854957,-79.52026817
Central Huron Ymca,arena,on,43.62304893,-81.53381015
Central Lane,rink,on,46.55837753,-80.86523938
Central Memorial Recreation Centre,community centre,on,43.24954329,-79.85924282
Central Park,playground,on,43.14519831,-80.2624161
Central Park: Splash Pad,splash pad,on,43.396537,-80.359499
Central Public School Recreation And Art Centre,community centre,on,43.69034879,-79.76309773
Centre Dufferin Recreation Complex,community centre,on,44.0871,-80.203
Centre Island Beach,beach,on,43.61659952,-79.37176088
Centre Park,playground,on,43.7917146,-79.4175353
Centreville Chicopee C.C. Playground,playground,on,43.42822931,-80.42976152
Centreville Chicopee Community Centre,community centre,on,43.42862835,-80.42976806
Centreville Chicopee Splash Pad,splash pad,on,43.42861437,-80.43006665
Century City,playground,on,43.59158704,-79.67704748
Century Gardens,playground,on,43.70896096,-79.75451801
Century Gardens Recreation Centre,pool,on,43.70831892,-79.75420713
