Facility_Name,ODRSF_facility_type,Prov_Terr,Latitude,Longitude
Bonnie Doon Leisure Centre Pool,pool,ab,53.52370218,-113.4539391
Borden Park Outdoor Pool,pool,ab,53.5633932,-113.4538757
Borden Park Outdoor Swimming Pool,pool,ab,53.5633721,-113.4549293
Botterill Bottom Park Boat Launch,park,ab,49.68555336,-112.8552633
Botterill Bottom Park Lookout,park,ab,49.67509786,-112.8516614
Bowness / Greenwood / Greenbriar Community Centre,community centre,ab,51.09166254,-114.2008558
Bowness Community Centre,arena,ab,51.09164754,-114.2001453
Bowness Park Lagoon,rink,ab,51.09679204,-114.2147172
Bowness Park Wading Pool,pool,ab,51.09724458,-114.2115822
Bowness Skatepark,skate park,ab,51.09032624,-114.1987641
Bowview Outdoor Pool & Wading Pool,pool,ab,51.05797027,-114.1029698
Braeside Community Centre,community centre,ab,50.95434611,-114.1020364
Brentwood Community Centre,community centre,ab,51.09750325,-114.1378448
Brentwood Elementary School,splash pad,ab,53.51931061,-113.2908992
Brentwood Rink,rink,ab,53.51875579,-113.2878169
Brentwood Sportsplex,arena,ab,51.0975055,-114.1378114
Bridgeland / Riverside Community Centre,community centre,ab,51.05007404,-114.039942
Broadmoor Arena,arena,ab,53.52982495,-113.3082795
Broadmoor Lake Park,splash pad,ab,53.52631615,-113.3067587
Bull Pen Gym,gym,ab,53.54301681,-113.5957159
Bull Trail Park Lookout 1,trail,ab,49.69144639,-112.8719106
Calder Skating Rink,rink,ab,53.58762984,-113.5310903
Calgary Marlborough Community Centre,community centre,ab,51.0582661,-113.9742887
Calgary Trail Medicentre,trail,ab,53.48806175,-113.4971584
Callingwood Arena,arena,ab,53.50560129,-113.628808
Callingwood Recreation Centre,community centre,ab,53.50560129,-113.628808
Cambrian Heights Community Centre,community centre,ab,51.08682876,-114.087382
Canmore Spray Park,splash pad,ab,51.08106867,-114.1093124
Canyon Meadows Aquatic & Fitness Centre,gym,ab,50.94840292,-114.0895158
Canyon Meadows Community Centre,community centre,ab,50.94621373,-114.0788446
Capilano Park Ski Trails,trail,ab,53.505117,-113.465373
Capitol Hill Community Centre,community centre,ab,51.07127566,-114.0964586
Carburn Park,rink,ab,50.97458453,-114.0287657
Carrington Skatepark,skate park,ab,51.18185751,-114.0939976
Casino Edmonton,casino,ab,53.51206277,-113.4346276
Casino Yellowhead,casino,ab,53.57050531,-113.587951
Castle Downs Arena,arena,ab,53.6161845,-113.5217212
Castle Downs Outdoor Ice Rink,rink,ab,53.6150368,-113.5231117
Castle Downs Recreation Centre,community centre,ab,53.6161845,-113.5217212
Cedarbrae Community Centre,community centre,ab,50.95454752,-114.129881
Centennial Park,arena,ab,51.19099389,-114.4617622
Centennial Plaza,arena,ab,51.19002736,-114.4703159
Central Lions Senior Citizens Recreation Centre,community centre,ab,53.55878541,-113.5154268
Central Station Fitness Area,gym,ab,49.68611357,-112.9085205
Century Casino,casino,ab,53.58834547,-113.4327944
Cfb Edtn. Fitness Trail Edtn. Garrison,trail,ab,53.67318559,-113.4917636
Chaparral Residents Association,community centre,ab,50.88636251,-114.0364196
Chinook Lake Outdoor Skating Area,rink,ab,49.73138373,-112.8092605
Chinook Park/Kelvin Grove/Eagle Ridge Community Centre,community centre,ab,50.98759577,-114.0849477
Chinook Tourist Exercise Area,gym,ab,49.66978078,-112.7999152
City Hall Outdoor Ice Rink,rink,ab,53.5454167,-113.4911101
Civic Ice Centre,rink,ab,49.69185598,-112.8329961
Cke Skatepark,skate park,ab,50.98735946,-114.0839145
Clareview Arena,arena,ab,53.60294887,-113.4031623
Clareview Community Recreation Centre,community centre,ab,53.60294887,-113.4031623
Clarke Stadium,stadium,ab,53.55976575,-113.4710891
Cliffe Bungalow/Mission Community Association,community centre,ab,51.03336143,-114.0760846
Clover Bar Ranch Park,splash pad,ab,53.55042736,-113.2868237
Coach Hill/Patterson Heights Community Centre,community centre,ab,51.06138085,-114.1778466
Coca Cola Centre,rink,ab,55.14432002,-118.8108894
Cochrane Arena,arena,ab,51.1987877,-114.4728671
Collingwood Cove Park,rink,ab,53.44640737,-113.0055385
Commonwealth Community Recreation Centre,community centre,ab,53.55864854,-113.4774214
Community League Building,community centre,ab,53.55366635,-113.6933223
Confederation Arena,arena,ab,53.48020939,-113.5208371
Confederation Leisure Centre,community centre,ab,53.48016165,-113.5197721
Confederation Leisure Centre Pool,pool,ab,53.47997635,-113.519991
Confederation Pool,pool,ab,53.47910908,-113.5251022
Cor Van Raay Ymca Pool,pool,ab,49.67104614,-112.9134205
Coronation Arena,arena,ab,53.56146439,-113.5583308
Cottonwood Park Lookout,park,ab,49.63855302,-112.8888805
Crescent Heights Community Centre,community centre,ab,51.06194408,-114.0679851
Crestwood Arena,arena,ab,53.53899634,-113.5760473
Crossroads Community Centre,community centre,ab,51.06516302,-114.01913
Crowchild Twin Arenas,arena,ab,51.11206121,-114.211719
Crowfoot Arena,arena,ab,51.12855089,-114.1950555
Crystal Centre - Revolution Arena,rink,ab,55.16951663,-118.7970793
Curves For Women Stadium,stadium,ab,53.56012243,-113.4704658
Dalhousie Community Centre,community centre,ab,51.11284884,-114.1597161
Dave Barr Arena,rink,ab,55.15333605,-118.7819308
Davidson Creek Park,rink,ab,53.55268565,-113.2589453
Deer Run Community Centre,community centre,ab,50.92175537,-114.0079417
Deer Run Skatepark,skate park,ab,50.92223372,-114.007747
Deville / North Cooking Lake Community Hall,rink,ab,53.46737222,-112.9586011
Don Hartman North East Sportsplex,arena,ab,51.10234241,-113.9335898
Donnan Arena,arena,ab,53.51590098,-113.4682025
Dover Community Centre,community centre,ab,51.02671301,-113.9890902
Downtown Community Arena,arena,ab,53.54747213,-113.4967966
East Calgary Twin Arenas,arena,ab,51.02659496,-113.9644405
Eastglen Leisure Centre,community centre,ab,53.56698671,-113.4452702
Eastglen Leisure Centre Pool,pool,ab,53.56713068,-113.4449269
Eau Claire Plaza Wading Pool & Spray Park,pool,ab,51.05335122,-114.069601
Edgemont Community Centre,community centre,ab,51.12848693,-114.1441715
Education Gymnasium University Of Alberta,gym,ab,53.52482599,-113.5218012
Elbow Park Community Centre,community centre,ab,51.02346188,-114.0821755
Elboya Heights Community Centre,community centre,ab,51.01536526,-114.072752
Elmwood Park Community Rink,rink,ab,53.58102954,-113.4517825
Emerald Hills Regional Park,rink,ab,53.56521591,-113.2857344
Enmax Centre,rink,ab,49.66686378,-112.8055236
Erin Woods Community Centre,community centre,ab,51.02289563,-113.9637375
Ernest Manning Athletic Park,athletic park,ab,51.03642323,-114.1921458
Ernie Starr Arena,arena,ab,51.0413688,-113.9649277
Evergreen Skating Rink,rink,ab,53.62940607,-113.3537697
Fairview Community Centre,community centre,ab,50.98251763,-114.05869
Falconridge/Castleridge Community Centre,community centre,ab,51.10454915,-113.946308
Father David Bauer Arena,arena,ab,51.07377112,-114.1263332
Flames Community Arenas,arena,ab,51.01185691,-114.1163691
Foothills Athletic Park,athletic park,ab,51.07326728,-114.1241706
Forest Heights/ Fonda Community Centre,community centre,ab,51.0492163,-113.963017
Forest Lawn Athletic Park,athletic park,ab,51.04173198,-113.9624607
Forest Lawn Community Centre,community centre,ab,51.0308198,-113.9768196
"Forest Lawn Outdoor Pool, Wading Pool & Spray Park",pool,ab,51.03875457,-113.9763802
Frank Mccool Arena,arena,ab,50.93607035,-114.050157
Frank Mccool Athletic Park,athletic park,ab,50.93647707,-114.051414
Fred Broadstock Outdoor Pool,pool,ab,53.54890962,-113.5930607
Fred Broadstock Swimming Pool,pool,ab,53.54652067,-113.5902359
Fritz Sick Memorial Pool,pool,ab,49.69310113,-112.8318695
G.H. Dawe Community Centre,community centre,ab,52.286803,-113.831394
Gateway Recreation Centre,community centre,ab,53.46837927,-113.4859154
George Blundun Arena,arena,ab,51.03197786,-114.1600449
George S Hughes Arena,arena,ab,53.50825393,-113.502092
Georgetown Park Horseshoe Pits,park,ab,49.74056707,-112.8291329
Glamorgan Community Centre,community centre,ab,51.01736147,-114.145169
Glen Allan Recreation Complex,community centre,ab,53.53063457,-113.2824166
Glenbrook Community Centre,community centre,ab,51.02298572,-114.1520857
Glendale/Glendale Meadows Community Centre,community centre,ab,51.03299809,-114.1498178
Glengarry Arena,arena,ab,53.59484065,-113.4727983
Glengarry Community League & Outdoor Rink,rink,ab,53.59207026,-113.4751565
Glenmore Athletic Park,athletic park,ab,51.00739855,-114.1026772
Gold Bar Park Ski Trails,trail,ab,53.56121,-113.415544
Goldstick Park Ski Trails,trail,ab,53.5424994,-113.4136831
Grand Trunk Arena,arena,ab,53.59039939,-113.5129006
Grand Trunk Fitness And Leisure Centre,community centre,ab,53.59039939,-113.5129006
Grand Trunk Fitness And Leisure Centre Pool,pool,ab,53.58983565,-113.5117831
Grandview Gardens Community Centre,community centre,ab,52.264576,-113.79317
Grandview Heights Community Rink,rink,ab,53.49778392,-113.5440179
Granville Park,splash pad,ab,53.53648678,-113.2768802
Gray Family Eau Claire Ymca,gym,ab,51.0527656,-114.070816
Great Plains Recreation Facility,arena,ab,50.98439782,-113.9478672
Gymniks,gym,ab,55.14374446,-118.8124132
Gyro Spray Ground,splash pad,ab,49.67426659,-112.8730971
Gyro Spray Park (Nicholas Sheran),splash pad,ab,49.67420469,-112.8731592
Hardisty Fitness And Leisure Centre,community centre,ab,53.54914677,-113.4301225
Hardisty Fitness And Leisure Centre Pool,pool,ab,53.5490693,-113.4302907
Hastings Lake Community Hall,rink,ab,53.38156267,-112.9028438
Hawrelak Park Outdoor Ice Rinks,rink,ab,53.527116,-113.5497131
Haysboro Community Centre,community centre,ab,50.97474555,-114.0877857
Henderson Ice Centre,rink,ab,49.69028047,-112.8078036
Henderson Lake Outdoor Skating Area,rink,ab,49.68941862,-112.8002663
Henderson Park - East Picnic Area,park,ab,49.68912035,-112.7912559
Henderson Park Boat Launch,park,ab,49.68951363,-112.7995413
Henderson Pool,pool,ab,49.68831249,-112.8047122
Henry Viney Arena,arena,ab,51.06538171,-114.0453993
Highland Park Community Centre,community centre,ab,51.0853217,-114.0662411
Highlands And District Community League,community centre,ab,53.56786974,-113.4341203
Highwood Community Centre,community centre,ab,51.09081185,-114.0773512
Highwood Outdoor & Wading Pool,pool,ab,51.09214834,-114.0778895
Hillhurst/Sunnyside Community Centre,community centre,ab,51.05754164,-114.0925172
Hillside Park Building And Rink,rink,ab,55.1745917,-118.7790406
Hounsfield Heights/Briar Hill Community Centre,community centre,ab,51.0662269,-114.1041076
Huntington Hills Ca,arena,ab,51.12374937,-114.0723428
Huntington Hills Community Centre,community centre,ab,51.12372676,-114.0722785
Huntington Hills Skatepark,skate park,ab,51.11122962,-114.0652327
Indian Battle Park - North Lookout,park,ab,49.69662022,-112.8588739
Indian Battle Park - South Lookout 1,park,ab,49.69355852,-112.8559187
Indian Battle Park Horseshoe Pits,park,ab,49.6961123,-112.8622898
Indian Battle Park Picnic Area 1,park,ab,49.69451359,-112.8593198
Indian Battle Park Picnic Area 2,park,ab,49.69652749,-112.8626506
Indian Battle Park Picnic Area 3 (Accessible),park,ab,49.6938021,-112.8631229
Indian Battle Park Picnic Area 6,park,ab,49.69105715,-112.8604348
Indian Battle Park Warm-Up Station,gym,ab,49.69155848,-112.8589395
Inglewood Community Centre,community centre,ab,51.03251815,-114.0195175
Jack Setters Arena,arena,ab,50.99175618,-114.0124146
Jackie Parker Park Outdoor Ice Rink,rink,ab,53.4853711,-113.4255648
Jasper Place Fitness And Leisure Centre,community centre,ab,53.52658634,-113.6041951
Jasper Place Fitness And Leisure Centre Pool,pool,ab,53.52657577,-113.6038391
Jimmy Condon Arena,arena,ab,50.98033281,-114.0742334
Ken Bracko Arena,arena,ab,51.04197576,-114.0044087
Kenilworth Arena,arena,ab,53.51939144,-113.4309679
Killarney Aquatic & Recreation Centre,community centre,ab,51.03736368,-114.1302946
Killarney Community League,community centre,ab,53.59051693,-113.4758685
Killarney/Glengarry Community Centre,community centre,ab,51.0287192,-114.1276829
Kinette Active Park (Lakeview Park),gym,ab,49.67813447,-112.7943301
Kinex Arena,arena,ab,52.2623594,-113.8264886
King Edward Park Community League,community centre,ab,53.51648221,-113.4525739
Kingsland Community Centre,community centre,ab,50.98295747,-114.0740173
Kinsmen Arena,arena,ab,53.45091251,-113.5137384
Kinsmen Community Arenas,arena,ab,52.2569634,-113.7866681
Kinsmen Leisure Centre,community centre,ab,53.52578259,-113.3083107
Kinsmen Park Pickle Ball Courts (4),park,ab,49.68652107,-112.8301265
Kinsmen Park Ski Trails,trail,ab,53.5272145,-113.5117593
Kinsmen Sports Centre,community centre,ab,53.52660041,-113.5029907
Kinsmen Sports Centre Pool,pool,ab,53.52634553,-113.5079531
Kinsmen/Westboro Park,splash pad,ab,53.52244307,-113.324084
Kiwanis Park Horseshoe Pits,park,ab,49.68774986,-112.8404002
Labor Club Ice Centre,rink,ab,49.71986962,-112.8132881
Lake Bonavista Community Centre,community centre,ab,50.9369456,-114.0492118
Lake Bonavista Downs Community Centre,community centre,ab,50.94187315,-114.0319163
Lake Bonavista Recreation Centre,arena,ab,50.93689185,-114.0491694
Lakeview Community Centre,community centre,ab,50.99835974,-114.1361774
Legacy Park Challenge Course,trail,ab,49.73777533,-112.8146248
Legacy Park Fitness Area,gym,ab,49.73527892,-112.8193198
Legacy Park Outdoor Skating Area,rink,ab,49.73633082,-112.817615
Legacy Park Skate Plaza,skate park,ab,49.73705269,-112.8149177
Legacy Park Sledding Hill,miscellaneous,ab,49.73544044,-112.8224637
Leisure Centre - Indoor Pool Closed To Public,pool,ab,55.18298203,-118.8094103
Lethbridge Elks Bmx Park,park,ab,49.70994227,-112.8398258
Lethbridge Skate Park,skate park,ab,49.71033937,-112.8391108
Logan Boulet Arena,rink,ab,49.71200792,-112.8220912
Londonderry Arena,arena,ab,53.60766679,-113.4452884
Londonderry Fitness And Leisure Centre,community centre,ab,53.60766223,-113.4435939
Londonderry Fitness And Leisure Centre Pool,pool,ab,53.6075264,-113.4439599
Low Board (Skating),skate park,ab,55.18352704,-118.8044989
Marlborough Park Community Centre,community centre,ab,51.06004504,-113.9424869
Maude Clifford Community Gym,gym,ab,55.19734422,-118.7698876
Max Bell #2,arena,ab,51.04225917,-114.0038894
Max Bell Regional Aquatic Centre,pool,ab,49.67724187,-112.8646443
Mcghan Park,rink,ab,53.54674479,-113.2543124
Mckenzie Lake Community Centre,community centre,ab,50.9062787,-113.983567
Mcleod Community League,community centre,ab,53.60986274,-113.430912
Mcpherson Park,rink,ab,53.51593655,-113.2622739
Meadowlark Park Community Centre,community centre,ab,51.00107649,-114.0778146
Meadows Community Recreation Centre,community centre,ab,53.46352934,-113.3700699
Melcor Ymca At Crowfoot,gym,ab,51.12881042,-114.1957308
Michael Cameron Arena,arena,ab,53.54685656,-113.4242647
Michener Recreation Centre,community centre,ab,52.269162,-113.7801325
Mid-Sun Community Centre,community centre,ab,50.91543769,-114.0566252
Mid-Sun Skatepark,skate park,ab,50.9146002,-114.0566264
Mill Creek Outdoor Pool,pool,ab,53.51756541,-113.4767713
Mill Woods Arena,arena,ab,53.45715935,-113.444516
Mill Woods Recreation Centre,community centre,ab,53.45853321,-113.4443729
Mill Woods Recreation Centre Pool,pool,ab,53.45657286,-113.445136
Millennium Place,community centre,ab,53.55930185,-113.3138738
Millican/Ogden/Lynnwood Community Centre,community centre,ab,50.99147136,-114.0108514
Millican-Ogden Outdoor Pool,pool,ab,50.99123016,-114.0118206
Mills Haven Elementary School,rink,ab,53.53779133,-113.3049739
Mitford Ponds,arena,ab,51.19008387,-114.4940196
Monterey Park Community Centre,community centre,ab,51.07635425,-113.9308847
Montgomery Community Centre,community centre,ab,51.07160849,-114.1656058
Montrose Community League (1992),community centre,ab,53.57303224,-113.4335709
Mother Teresa Community Gym,gym,ab,55.14777971,-118.7570453
Mount Pleasant Outdoor Pool,pool,ab,51.07286446,-114.0755648
Mount Pleasant Sportsplex,arena,ab,51.07341768,-114.0754402
Mount Royal Community Centre,community centre,ab,51.03173477,-114.0860568
Mountain Bike Park,park,ab,49.68911535,-112.8541035
Moyer Recreation Centre,community centre,ab,53.71297372,-113.0701288
Murray Copot Arena,arena,ab,51.11283602,-114.0657163
Ne Community Skatepark,skate park,ab,51.11930484,-113.9481254
New Brighton Athletic Park,athletic park,ab,50.92772606,-113.9506234
New Brighton Skatepark,skate park,ab,50.92835248,-113.9471858
Nicholas Sheran Fitness Area,gym,ab,49.66872193,-112.8818449
Nicholas Sheran Ice Centre,rink,ab,49.67458848,-112.8726226
Nicholas Sheran Lake Outdoor Skating Area,rink,ab,49.67346066,-112.8807639
Nicholas Sheran Leisure Centre,pool,ab,49.6742862,-112.8737765
Nicholas Sheran Park Boat Launch,park,ab,49.66936503,-112.8823588
Norma Bush Arena,arena,ab,51.07342935,-114.1255736
North Glenmore Park Community Centre,community centre,ab,50.99811739,-114.1120604
North Haven Community Centre,community centre,ab,51.09909773,-114.0866232
Northgate Lions Senior Citizens Recreation Centre,community centre,ab,53.6038018,-113.4561259
Oakridge Ca,arena,ab,50.96849603,-114.1317381
Oakridge Community Centre,community centre,ab,50.96876643,-114.1319952
Off-Leash Dog Park,park,ab,55.13983737,-118.7933352
Ogilvie Ridge Community League,community centre,ab,53.4637718,-113.562941
Oldman River (Botterill Bottom Park),park,ab,49.6848465,-112.856334
Oldman River (Pavan Park),park,ab,49.75235868,-112.851357
Oldman River (Popson Park),park,ab,49.64240988,-112.8534978
O'Leary Fitness And Leisure Centre,community centre,ab,53.59280263,-113.4770682
O'Leary Fitness And Leisure Centre Pool,pool,ab,53.59313114,-113.476652
Oliver Arena,arena,ab,53.54595906,-113.5265483
Oliver Swimming Pool,pool,ab,53.54612445,-113.524458
Olympic Plaza,rink,ab,51.04582997,-114.0589351
Optimist Arena,arena,ab,51.0322953,-114.1601252
Optimist Athletic Park,athletic park,ab,51.03328126,-114.1615475
Outdoor Swimming Pool,pool,ab,52.26409575,-113.80661
Palace Casino,casino,ab,53.5207225,-113.6232052
"Palliser, Bayview, Pumphill Community Centre",community centre,ab,50.96863014,-114.1137258
Panther Gym Kickboxing Boxing & Karate Studio,gym,ab,53.54084052,-113.5110457
Parkdale Community Centre,community centre,ab,51.06051475,-114.1368069
Parkhill/Stanley Park Community Centre,community centre,ab,51.01847818,-114.0647616
Parkland Community Centre,community centre,ab,50.918028,-114.0262459
Parkvale Playground,playground,ab,52.264381,-113.802356
Pavan Park Lookout 1,park,ab,49.7557938,-112.832402
Pavan Park Lookout 2,park,ab,49.752282,-112.8335868
Peenaquim Park Dog Run,park,ab,49.72794356,-112.8534769
Penbrooke Meadows Community Centre,community centre,ab,51.04590884,-113.9463297
Peter Hemingway Fitness And Leisure Centre,community centre,ab,53.55965464,-113.5609163
Peter Hemingway Fitness And Leisure Centre Pool,pool,ab,53.55977684,-113.560385
Pineridge Community Centre,community centre,ab,51.07156695,-113.945256
Pop Davies Athletic Park,athletic park,ab,50.9962681,-114.0085739
Popson Park Boat Launch,park,ab,49.64160403,-112.8552343
Popson Park Dog Run,park,ab,49.63941391,-112.8593473
Popson Park Group Picnic Shelter,park,ab,49.63623686,-112.8640936
Prairie Winds Park,rink,ab,51.1046134,-113.9707726
Prairie Winds Park Wading Pool & Spray Park,pool,ab,51.10377504,-113.9711474
Prince's Island Lagoon,rink,ab,51.0543885,-114.0715325
Public Outdoor Rink,rink,ab,55.18304213,-118.8022534
Public Playground,playground,ab,55.14708752,-118.8149467
Queen Elizabeth Outdoor Pool,pool,ab,53.52721261,-113.507153
Queen Elizabeth Swimming Pool,pool,ab,53.52626052,-113.5033717
Queen Mary Park Community League,community centre,ab,53.55432157,-113.5238719
R W Tegler Youth & Sports Centre,community centre,ab,53.57043139,-113.4004412
Rainbow Park,rink,ab,53.51636898,-113.2795817
Ramsay Community Centre,community centre,ab,51.03842577,-114.041143
Ranchlands Community Centre,community centre,ab,51.11959515,-114.1795107
Ravine Park (Sugar Bowl) Fitness Circuit,gym,ab,49.67308287,-112.8139011
Recreation Centre,community centre,ab,52.26409575,-113.80661
Recreation Centre Arena Shell,arena,ab,53.52698549,-113.3063594
Redwood Park Horseshoe Pits,park,ab,49.67393823,-112.7908371
Remington Ymca In Quarry Park,gym,ab,50.96174718,-114.0060918
Renfrew Aquatic & Recreation Centre,community centre,ab,51.0645569,-114.0454726
Renfrew Athletic Park,athletic park,ab,51.06558908,-114.0439183
Renfrew Community Association,community centre,ab,51.06018402,-114.0447379
Richmond/Knob Hill Community Centre,community centre,ab,51.02992082,-114.1170348
Riley Park Wading Pool,pool,ab,51.05885461,-114.0891736
Riverbend Community Centre,community centre,ab,50.97245358,-114.0163854
Riverstone Dog Park,park,ab,49.65472177,-112.8666105
Rocky Ridge Skatepark,skate park,ab,51.15621411,-114.2289763
Rose Kohn Arena,arena,ab,50.98047503,-114.0748949
Rosedale Community Centre,community centre,ab,51.06215285,-114.0814341
Rosemont Community Centre,community centre,ab,51.07675296,-114.0860375
Rosscarrock Community Centre,community centre,ab,51.04279765,-114.1507529
Rotary Centennial Plaza,splash pad,ab,49.69644883,-112.8380451
Rotary Centennial Spray Fountain,splash pad,ab,49.69644532,-112.8380457
Rotary Challenger Park,athletic park,ab,51.09916569,-113.9835253
Rotary Park Spray Park,splash pad,ab,51.05729653,-114.0605048
Rundle Community Centre,community centre,ab,51.07467132,-113.9619986
Rundle Park Iceway,rink,ab,53.555951,-113.386557
Russ Barnes Arena,arena,ab,53.57497055,-113.4464072
Rutland Park Community Centre,community centre,ab,51.01838774,-114.1352659
Saddle Ridge Community Centre,community centre,ab,51.12084344,-113.972859
Saddletowne Ymca,gym,ab,51.12031348,-113.9478458
Saville Sports Centre,community centre,ab,53.50327822,-113.5287811
Scarboro Community Centre,community centre,ab,51.04040342,-114.101184
Scenic Acres Community Centre,community centre,ab,51.12170817,-114.2147644
Scona Pool,pool,ab,53.50933187,-113.5002965
Seniors On The Bow,arena,ab,51.17583214,-114.4537879
Servus Sports Centre,community centre,ab,49.6659098,-112.8055692
Shaganappi Community Centre,community centre,ab,51.03991525,-114.1189263
Shaw Millennium Park,skate park,ab,51.04612829,-114.0918707
Shawnessy Community Centre,community centre,ab,50.90670901,-114.0751574
Shawnessy Ymca,gym,ab,50.89811407,-114.064552
Sherwood Heights Junior High School,rink,ab,53.51812307,-113.308887
Sherwood Park Arena/Sports Cen,arena,ab,53.52697782,-113.3053243
Shouldice Arena,arena,ab,51.07107029,-114.1654292
Shouldice Athletic Park,athletic park,ab,51.07398474,-114.1694304
Silver Springs Community Centre,community centre,ab,51.10465214,-114.1925301
Silver Springs Outdoor Pool,pool,ab,51.10404388,-114.1923413
Sir Winston Churchill Aquatic & Rec Ctr,community centre,ab,51.0968838,-114.1379182
Skate Park,skate park,ab,50.91443028,-114.056436
Skating Rink,rink,ab,51.01190702,-114.1037739
Slp Skate Park,skate park,ab,49.68973028,-112.8074876
South Bank Trail,trail,ab,52.2343424,-113.8213405
South Calgary Community Centre,community centre,ab,51.02599472,-114.0983094
South Calgary Outdoor Pool,pool,ab,51.02525037,-114.0988701
South Clareview Community League,community centre,ab,53.59398558,-113.391227
South Cooking Lake Day Use Park,rink,ab,53.41132666,-113.1139047
South Health Campus Ymca,gym,ab,50.88190307,-113.9508688
Southland (Ed Whalen Arena),arena,ab,50.96237074,-114.1073633
Southview Community Centre,community centre,ab,51.03332154,-113.9879885
Southwood Community Centre,community centre,ab,50.95678372,-114.0865931
Southwood Skatepark,skate park,ab,50.95608108,-114.0872003
Spitz Stadium,stadium,ab,49.68970356,-112.8056144
Spray Pool / Deck,pool,ab,55.1734018,-118.8054207
Spruce Cliff Community Centre,community centre,ab,51.04750374,-114.1363299
St Edwards Fitness Area,gym,ab,49.72177881,-112.8285884
St. Andrews Heights Community Centre,community centre,ab,51.06404099,-114.121361
St. Francis Xavier Sports Centre,community centre,ab,53.5283577,-113.6038041
Stan Siwik Family Pool,pool,ab,49.71887288,-112.813542
Stanley Park Outdoor Pool & Wading Pool,pool,ab,51.01720587,-114.0692974
Strathcona Athletic Park,rink,ab,53.52625831,-113.2653707
Strathcona Olympiette Centre,community centre,ab,53.45997618,-113.1923601
Strathcona Wilderness Centre,community centre,ab,53.53256532,-112.9990007
Strathcona/Christie Park Community Centre,community centre,ab,51.04727008,-114.1799694
Stu Peppard Arena,arena,ab,51.00638699,-114.1037355
Sunalta Community Centre,community centre,ab,51.04417435,-114.0983343
Ted Petrunia Park Horseshoe Pits,park,ab,49.72047155,-112.82
Temple Community Centre,community centre,ab,51.08740934,-113.9448539
Terwillegar Arena,arena,ab,53.45901967,-113.5841361
Terwillegar Community Recreation Centre,community centre,ab,53.4555936,-113.5806482
The Meadows Arena,arena,ab,53.45773521,-113.3718306
The Meadows Outdoor Leisure Ice,rink,ab,53.4576754,-113.3733808
The Oxbows Off Leash Dog Park,park,ab,52.2594396,-113.7902332
Thorncliffe / Greenview Ca,arena,ab,51.10154221,-114.0617598
Thorncliffe/Greenview Community Centre,community centre,ab,51.1012063,-114.0616125
Thornhill Aquatic & Recreation Centre,community centre,ab,51.11257027,-114.06529
Tim Bannister Memorial Rink,rink,ab,51.19099389,-114.4617622
Tipton Arena,arena,ab,53.51692895,-113.5116535
Tom Brook Athletic Park,athletic park,ab,50.9638534,-114.1078208
Trailway Motor Inn Motel,trail,ab,53.47585155,-113.4933564
Triwood Ca,arena,ab,51.08625326,-114.1108757
Triwood Community Centre,community centre,ab,51.08631751,-114.1117154
Tuscany Community Centre,community centre,ab,51.12459038,-114.2456446
Tuxedo Park Community Centre,community centre,ab,51.07891772,-114.0596401
U Of L Community Stadium,stadium,ab,49.66806831,-112.8657087
Uncas Elementary School,rink,ab,53.51100216,-113.0290117
University Of Alberta Swimming Pools,pool,ab,53.52482599,-113.5218012
